Unnamed: 0,filepath_visual_pair1,filepath_audio_pair1,filepath_visual_pair2,filepath_audio_pair2,label_pair1,label_pair2
10,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0923-02.csv,./Embedding_audio_p/MM-0923-02.csv,./Label/MM-0902-01.csv,./Label/MM-0923-02.csv
11,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0923-02.csv,./Embedding_audio_p/MM-0923-02.csv,./Label/MM-0902-01.csv,./Label/MM-0923-02.csv
12,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0923-02.csv,./Embedding_audio_p/MM-0923-02.csv,./Label/MM-0902-01.csv,./Label/MM-0923-02.csv
13,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0923-02.csv,./Embedding_audio_p/MM-0923-02.csv,./Label/MM-0902-01.csv,./Label/MM-0923-02.csv
14,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0923-02.csv,./Embedding_audio_p/MM-0923-02.csv,./Label/MM-0902-01.csv,./Label/MM-0923-02.csv
15,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0923-01.csv,./Embedding_audio_p/MM-0923-01.csv,./Label/MM-0902-01.csv,./Label/MM-0923-01.csv
16,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0923-01.csv,./Embedding_audio_p/MM-0923-01.csv,./Label/MM-0902-01.csv,./Label/MM-0923-01.csv
17,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0923-01.csv,./Embedding_audio_p/MM-0923-01.csv,./Label/MM-0902-01.csv,./Label/MM-0923-01.csv
18,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0923-01.csv,./Embedding_audio_p/MM-0923-01.csv,./Label/MM-0902-01.csv,./Label/MM-0923-01.csv
19,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0923-01.csv,./Embedding_audio_p/MM-0923-01.csv,./Label/MM-0902-01.csv,./Label/MM-0923-01.csv
20,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0923-01.csv,./Embedding_audio_p/MM-0923-01.csv,./Label/MM-0902-01.csv,./Label/MM-0923-01.csv
21,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0918-03.csv,./Embedding_audio_p/MM-0918-03.csv,./Label/MM-0902-01.csv,./Label/MM-0918-03.csv
22,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0918-03.csv,./Embedding_audio_p/MM-0918-03.csv,./Label/MM-0902-01.csv,./Label/MM-0918-03.csv
23,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0918-03.csv,./Embedding_audio_p/MM-0918-03.csv,./Label/MM-0902-01.csv,./Label/MM-0918-03.csv
24,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0918-03.csv,./Embedding_audio_p/MM-0918-03.csv,./Label/MM-0902-01.csv,./Label/MM-0918-03.csv
25,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0918-03.csv,./Embedding_audio_p/MM-0918-03.csv,./Label/MM-0902-01.csv,./Label/MM-0918-03.csv
26,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0918-03.csv,./Embedding_audio_p/MM-0918-03.csv,./Label/MM-0902-01.csv,./Label/MM-0918-03.csv
27,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0918-03.csv,./Embedding_audio_p/MM-0918-03.csv,./Label/MM-0902-01.csv,./Label/MM-0918-03.csv
28,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0918-02.csv,./Embedding_audio_p/MM-0918-02.csv,./Label/MM-0902-01.csv,./Label/MM-0918-02.csv
29,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0918-02.csv,./Embedding_audio_p/MM-0918-02.csv,./Label/MM-0902-01.csv,./Label/MM-0918-02.csv
30,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0918-02.csv,./Embedding_audio_p/MM-0918-02.csv,./Label/MM-0902-01.csv,./Label/MM-0918-02.csv
31,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0918-02.csv,./Embedding_audio_p/MM-0918-02.csv,./Label/MM-0902-01.csv,./Label/MM-0918-02.csv
32,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0918-02.csv,./Embedding_audio_p/MM-0918-02.csv,./Label/MM-0902-01.csv,./Label/MM-0918-02.csv
33,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0918-02.csv,./Embedding_audio_p/MM-0918-02.csv,./Label/MM-0902-01.csv,./Label/MM-0918-02.csv
34,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0918-02.csv,./Embedding_audio_p/MM-0918-02.csv,./Label/MM-0902-01.csv,./Label/MM-0918-02.csv
35,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0918-02.csv,./Embedding_audio_p/MM-0918-02.csv,./Label/MM-0902-01.csv,./Label/MM-0918-02.csv
36,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0918-01.csv,./Embedding_audio_p/MM-0918-01.csv,./Label/MM-0902-01.csv,./Label/MM-0918-01.csv
37,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0918-01.csv,./Embedding_audio_p/MM-0918-01.csv,./Label/MM-0902-01.csv,./Label/MM-0918-01.csv
38,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0918-01.csv,./Embedding_audio_p/MM-0918-01.csv,./Label/MM-0902-01.csv,./Label/MM-0918-01.csv
39,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0918-01.csv,./Embedding_audio_p/MM-0918-01.csv,./Label/MM-0902-01.csv,./Label/MM-0918-01.csv
40,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0918-01.csv,./Embedding_audio_p/MM-0918-01.csv,./Label/MM-0902-01.csv,./Label/MM-0918-01.csv
41,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0918-01.csv,./Embedding_audio_p/MM-0918-01.csv,./Label/MM-0902-01.csv,./Label/MM-0918-01.csv
42,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0918-01.csv,./Embedding_audio_p/MM-0918-01.csv,./Label/MM-0902-01.csv,./Label/MM-0918-01.csv
43,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0918-01.csv,./Embedding_audio_p/MM-0918-01.csv,./Label/MM-0902-01.csv,./Label/MM-0918-01.csv
44,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0918-01.csv,./Embedding_audio_p/MM-0918-01.csv,./Label/MM-0902-01.csv,./Label/MM-0918-01.csv
45,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0917-13.csv,./Embedding_audio_p/MM-0917-13.csv,./Label/MM-0902-01.csv,./Label/MM-0917-13.csv
46,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0917-13.csv,./Embedding_audio_p/MM-0917-13.csv,./Label/MM-0902-01.csv,./Label/MM-0917-13.csv
47,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0917-13.csv,./Embedding_audio_p/MM-0917-13.csv,./Label/MM-0902-01.csv,./Label/MM-0917-13.csv
48,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0917-13.csv,./Embedding_audio_p/MM-0917-13.csv,./Label/MM-0902-01.csv,./Label/MM-0917-13.csv
49,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0917-13.csv,./Embedding_audio_p/MM-0917-13.csv,./Label/MM-0902-01.csv,./Label/MM-0917-13.csv
50,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0917-13.csv,./Embedding_audio_p/MM-0917-13.csv,./Label/MM-0902-01.csv,./Label/MM-0917-13.csv
51,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0917-13.csv,./Embedding_audio_p/MM-0917-13.csv,./Label/MM-0902-01.csv,./Label/MM-0917-13.csv
52,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0917-13.csv,./Embedding_audio_p/MM-0917-13.csv,./Label/MM-0902-01.csv,./Label/MM-0917-13.csv
53,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0917-13.csv,./Embedding_audio_p/MM-0917-13.csv,./Label/MM-0902-01.csv,./Label/MM-0917-13.csv
54,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0917-13.csv,./Embedding_audio_p/MM-0917-13.csv,./Label/MM-0902-01.csv,./Label/MM-0917-13.csv
55,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0917-12.csv,./Embedding_audio_p/MM-0917-12.csv,./Label/MM-0902-01.csv,./Label/MM-0917-12.csv
56,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0917-12.csv,./Embedding_audio_p/MM-0917-12.csv,./Label/MM-0902-01.csv,./Label/MM-0917-12.csv
57,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0917-12.csv,./Embedding_audio_p/MM-0917-12.csv,./Label/MM-0902-01.csv,./Label/MM-0917-12.csv
58,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0917-12.csv,./Embedding_audio_p/MM-0917-12.csv,./Label/MM-0902-01.csv,./Label/MM-0917-12.csv
59,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0917-12.csv,./Embedding_audio_p/MM-0917-12.csv,./Label/MM-0902-01.csv,./Label/MM-0917-12.csv
60,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0917-12.csv,./Embedding_audio_p/MM-0917-12.csv,./Label/MM-0902-01.csv,./Label/MM-0917-12.csv
61,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0917-12.csv,./Embedding_audio_p/MM-0917-12.csv,./Label/MM-0902-01.csv,./Label/MM-0917-12.csv
62,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0917-12.csv,./Embedding_audio_p/MM-0917-12.csv,./Label/MM-0902-01.csv,./Label/MM-0917-12.csv
63,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0917-12.csv,./Embedding_audio_p/MM-0917-12.csv,./Label/MM-0902-01.csv,./Label/MM-0917-12.csv
64,./Embedding_visual_p/MM-0902-01.csv,./Embedding_audio_p/MM-0902-01.csv,./Embedding_visual_p/MM-0917-12.csv,./Embedding_audio_p/MM-0917-12.csv,./Label/MM-0902-01.csv,./Label/MM-0917-12.csv
65,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-12.csv,./Embedding_audio_p/MM-0917-12.csv,./Label/MM-0902-02.csv,./Label/MM-0917-12.csv
66,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-11.csv,./Embedding_audio_p/MM-0917-11.csv,./Label/MM-0902-02.csv,./Label/MM-0917-11.csv
67,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-11.csv,./Embedding_audio_p/MM-0917-11.csv,./Label/MM-0902-02.csv,./Label/MM-0917-11.csv
68,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-11.csv,./Embedding_audio_p/MM-0917-11.csv,./Label/MM-0902-02.csv,./Label/MM-0917-11.csv
69,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-11.csv,./Embedding_audio_p/MM-0917-11.csv,./Label/MM-0902-02.csv,./Label/MM-0917-11.csv
70,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-11.csv,./Embedding_audio_p/MM-0917-11.csv,./Label/MM-0902-02.csv,./Label/MM-0917-11.csv
71,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-11.csv,./Embedding_audio_p/MM-0917-11.csv,./Label/MM-0902-02.csv,./Label/MM-0917-11.csv
72,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-11.csv,./Embedding_audio_p/MM-0917-11.csv,./Label/MM-0902-02.csv,./Label/MM-0917-11.csv
73,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-11.csv,./Embedding_audio_p/MM-0917-11.csv,./Label/MM-0902-02.csv,./Label/MM-0917-11.csv
74,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-11.csv,./Embedding_audio_p/MM-0917-11.csv,./Label/MM-0902-02.csv,./Label/MM-0917-11.csv
75,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-11.csv,./Embedding_audio_p/MM-0917-11.csv,./Label/MM-0902-02.csv,./Label/MM-0917-11.csv
76,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-11.csv,./Embedding_audio_p/MM-0917-11.csv,./Label/MM-0902-02.csv,./Label/MM-0917-11.csv
77,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-11.csv,./Embedding_audio_p/MM-0917-11.csv,./Label/MM-0902-02.csv,./Label/MM-0917-11.csv
78,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-10.csv,./Embedding_audio_p/MM-0917-10.csv,./Label/MM-0902-02.csv,./Label/MM-0917-10.csv
79,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-10.csv,./Embedding_audio_p/MM-0917-10.csv,./Label/MM-0902-02.csv,./Label/MM-0917-10.csv
80,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-10.csv,./Embedding_audio_p/MM-0917-10.csv,./Label/MM-0902-02.csv,./Label/MM-0917-10.csv
81,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-10.csv,./Embedding_audio_p/MM-0917-10.csv,./Label/MM-0902-02.csv,./Label/MM-0917-10.csv
82,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-10.csv,./Embedding_audio_p/MM-0917-10.csv,./Label/MM-0902-02.csv,./Label/MM-0917-10.csv
83,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-10.csv,./Embedding_audio_p/MM-0917-10.csv,./Label/MM-0902-02.csv,./Label/MM-0917-10.csv
84,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-10.csv,./Embedding_audio_p/MM-0917-10.csv,./Label/MM-0902-02.csv,./Label/MM-0917-10.csv
85,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-10.csv,./Embedding_audio_p/MM-0917-10.csv,./Label/MM-0902-02.csv,./Label/MM-0917-10.csv
86,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-10.csv,./Embedding_audio_p/MM-0917-10.csv,./Label/MM-0902-02.csv,./Label/MM-0917-10.csv
87,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-10.csv,./Embedding_audio_p/MM-0917-10.csv,./Label/MM-0902-02.csv,./Label/MM-0917-10.csv
88,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-10.csv,./Embedding_audio_p/MM-0917-10.csv,./Label/MM-0902-02.csv,./Label/MM-0917-10.csv
89,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-10.csv,./Embedding_audio_p/MM-0917-10.csv,./Label/MM-0902-02.csv,./Label/MM-0917-10.csv
90,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-10.csv,./Embedding_audio_p/MM-0917-10.csv,./Label/MM-0902-02.csv,./Label/MM-0917-10.csv
91,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-09.csv,./Embedding_audio_p/MM-0917-09.csv,./Label/MM-0902-02.csv,./Label/MM-0917-09.csv
92,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-09.csv,./Embedding_audio_p/MM-0917-09.csv,./Label/MM-0902-02.csv,./Label/MM-0917-09.csv
93,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-09.csv,./Embedding_audio_p/MM-0917-09.csv,./Label/MM-0902-02.csv,./Label/MM-0917-09.csv
94,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-09.csv,./Embedding_audio_p/MM-0917-09.csv,./Label/MM-0902-02.csv,./Label/MM-0917-09.csv
95,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-09.csv,./Embedding_audio_p/MM-0917-09.csv,./Label/MM-0902-02.csv,./Label/MM-0917-09.csv
96,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-09.csv,./Embedding_audio_p/MM-0917-09.csv,./Label/MM-0902-02.csv,./Label/MM-0917-09.csv
97,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-09.csv,./Embedding_audio_p/MM-0917-09.csv,./Label/MM-0902-02.csv,./Label/MM-0917-09.csv
98,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-09.csv,./Embedding_audio_p/MM-0917-09.csv,./Label/MM-0902-02.csv,./Label/MM-0917-09.csv
99,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-09.csv,./Embedding_audio_p/MM-0917-09.csv,./Label/MM-0902-02.csv,./Label/MM-0917-09.csv
100,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-09.csv,./Embedding_audio_p/MM-0917-09.csv,./Label/MM-0902-02.csv,./Label/MM-0917-09.csv
101,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-09.csv,./Embedding_audio_p/MM-0917-09.csv,./Label/MM-0902-02.csv,./Label/MM-0917-09.csv
102,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-09.csv,./Embedding_audio_p/MM-0917-09.csv,./Label/MM-0902-02.csv,./Label/MM-0917-09.csv
103,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-09.csv,./Embedding_audio_p/MM-0917-09.csv,./Label/MM-0902-02.csv,./Label/MM-0917-09.csv
104,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-09.csv,./Embedding_audio_p/MM-0917-09.csv,./Label/MM-0902-02.csv,./Label/MM-0917-09.csv
105,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-08.csv,./Embedding_audio_p/MM-0917-08.csv,./Label/MM-0902-02.csv,./Label/MM-0917-08.csv
106,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-08.csv,./Embedding_audio_p/MM-0917-08.csv,./Label/MM-0902-02.csv,./Label/MM-0917-08.csv
107,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-08.csv,./Embedding_audio_p/MM-0917-08.csv,./Label/MM-0902-02.csv,./Label/MM-0917-08.csv
108,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-08.csv,./Embedding_audio_p/MM-0917-08.csv,./Label/MM-0902-02.csv,./Label/MM-0917-08.csv
109,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-08.csv,./Embedding_audio_p/MM-0917-08.csv,./Label/MM-0902-02.csv,./Label/MM-0917-08.csv
110,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-08.csv,./Embedding_audio_p/MM-0917-08.csv,./Label/MM-0902-02.csv,./Label/MM-0917-08.csv
111,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-08.csv,./Embedding_audio_p/MM-0917-08.csv,./Label/MM-0902-02.csv,./Label/MM-0917-08.csv
112,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-08.csv,./Embedding_audio_p/MM-0917-08.csv,./Label/MM-0902-02.csv,./Label/MM-0917-08.csv
113,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-08.csv,./Embedding_audio_p/MM-0917-08.csv,./Label/MM-0902-02.csv,./Label/MM-0917-08.csv
114,./Embedding_visual_p/MM-0902-02.csv,./Embedding_audio_p/MM-0902-02.csv,./Embedding_visual_p/MM-0917-08.csv,./Embedding_audio_p/MM-0917-08.csv,./Label/MM-0902-02.csv,./Label/MM-0917-08.csv
